"date","institut","land","party","poll_share"
2019-12-12,"Infratestdimap","rp","spd",26
2019-12-12,"Infratestdimap","rp","gru",16
2019-12-12,"Infratestdimap","rp","fdp",7
2019-12-12,"Infratestdimap","rp","lin",4
2019-12-12,"Infratestdimap","rp","afd",13
2019-09-18,"INSA","rp","cdu",28
2019-09-18,"INSA","rp","spd",22
2019-09-18,"INSA","rp","gru",20
2019-09-18,"INSA","rp","fdp",8
2019-09-18,"INSA","rp","lin",4
2019-09-18,"INSA","rp","afd",12
2019-09-12,"Infratestdimap","rp","cdu",28
2019-09-12,"Infratestdimap","rp","spd",23
2019-09-12,"Infratestdimap","rp","gru",21
2019-09-12,"Infratestdimap","rp","fdp",8
2019-09-12,"Infratestdimap","rp","lin",4
2019-09-12,"Infratestdimap","rp","afd",11
2019-03-21,"Infratestdimap","rp","cdu",31
2019-03-21,"Infratestdimap","rp","spd",24
2019-03-21,"Infratestdimap","rp","gru",14
2019-03-21,"Infratestdimap","rp","fdp",10
2019-03-21,"Infratestdimap","rp","lin",6
2019-03-21,"Infratestdimap","rp","afd",11
2019-02-11,"Forsa","rp","cdu",31
2019-02-11,"Forsa","rp","spd",26
2019-02-11,"Forsa","rp","gru",14
2019-02-11,"Forsa","rp","fdp",8
2019-02-11,"Forsa","rp","lin",5
2019-02-11,"Forsa","rp","afd",10
2018-12-13,"Infratestdimap","rp","cdu",31
2018-12-13,"Infratestdimap","rp","spd",24
2018-12-13,"Infratestdimap","rp","gru",16
2018-12-13,"Infratestdimap","rp","fdp",7
2018-12-13,"Infratestdimap","rp","lin",4
2018-12-13,"Infratestdimap","rp","afd",13
2018-10-18,"Infratestdimap","rp","cdu",28
2018-10-18,"Infratestdimap","rp","spd",24
2018-10-18,"Infratestdimap","rp","gru",18
2018-10-18,"Infratestdimap","rp","fdp",8
2018-10-18,"Infratestdimap","rp","lin",5
2018-10-18,"Infratestdimap","rp","afd",13
2018-06-21,"Infratestdimap","rp","cdu",31
2018-06-21,"Infratestdimap","rp","spd",29
2018-06-21,"Infratestdimap","rp","gru",11
2018-06-21,"Infratestdimap","rp","fdp",7
2018-06-21,"Infratestdimap","rp","lin",5
2018-06-21,"Infratestdimap","rp","afd",13
2018-03-08,"Infratestdimap","rp","cdu",33
2018-03-08,"Infratestdimap","rp","spd",37
2018-03-08,"Infratestdimap","rp","gru",8
2018-03-08,"Infratestdimap","rp","fdp",7
2018-03-08,"Infratestdimap","rp","lin",3
2018-03-08,"Infratestdimap","rp","afd",8
2018-01-10,"INSA","rp","cdu",34
2018-01-10,"INSA","rp","spd",33
2018-01-10,"INSA","rp","gru",7
2018-01-10,"INSA","rp","fdp",7
2018-01-10,"INSA","rp","lin",5
2018-01-10,"INSA","rp","afd",10
2017-12-14,"Infratestdimap","rp","cdu",37
2017-12-14,"Infratestdimap","rp","spd",38
2017-12-14,"Infratestdimap","rp","gru",7
2017-12-14,"Infratestdimap","rp","fdp",6
2017-12-14,"Infratestdimap","rp","lin",3
2017-12-14,"Infratestdimap","rp","afd",6
2017-09-14,"Infratestdimap","rp","cdu",36
2017-09-14,"Infratestdimap","rp","spd",36
2017-09-14,"Infratestdimap","rp","gru",6
2017-09-14,"Infratestdimap","rp","fdp",6
2017-09-14,"Infratestdimap","rp","lin",4
2017-09-14,"Infratestdimap","rp","afd",8
2017-07-19,"GESSPhone & Field","rp","cdu",37
2017-07-19,"GESSPhone & Field","rp","spd",33
2017-07-19,"GESSPhone & Field","rp","gru",7
2017-07-19,"GESSPhone & Field","rp","fdp",6
2017-07-19,"GESSPhone & Field","rp","lin",3
2017-07-19,"GESSPhone & Field","rp","afd",8
2017-06-22,"Infratestdimap","rp","cdu",37
2017-06-22,"Infratestdimap","rp","spd",32
2017-06-22,"Infratestdimap","rp","gru",7
2017-06-22,"Infratestdimap","rp","fdp",7
2017-06-22,"Infratestdimap","rp","lin",5
2017-06-22,"Infratestdimap","rp","afd",8
2017-03-09,"Infratestdimap","rp","cdu",35
2017-03-09,"Infratestdimap","rp","spd",40
2017-03-09,"Infratestdimap","rp","gru",6
2017-03-09,"Infratestdimap","rp","fdp",6
2017-03-09,"Infratestdimap","rp","lin",3
2017-03-09,"Infratestdimap","rp","afd",7
2016-12-23,"GESSPhone & Field","rp","cdu",36
2016-12-23,"GESSPhone & Field","rp","spd",34
2016-12-23,"GESSPhone & Field","rp","gru",5
2016-12-23,"GESSPhone & Field","rp","fdp",5
2016-12-23,"GESSPhone & Field","rp","lin",3
2016-12-23,"GESSPhone & Field","rp","afd",11
2016-12-15,"Infratestdimap","rp","cdu",36
2016-12-15,"Infratestdimap","rp","spd",32
2016-12-15,"Infratestdimap","rp","gru",9
2016-12-15,"Infratestdimap","rp","fdp",5
2016-12-15,"Infratestdimap","rp","lin",4
2016-12-15,"Infratestdimap","rp","afd",10
2016-07-14,"Infratestdimap","rp","cdu",33
2016-07-14,"Infratestdimap","rp","spd",33
2016-07-14,"Infratestdimap","rp","gru",7
2016-07-14,"Infratestdimap","rp","fdp",8
2016-07-14,"Infratestdimap","rp","lin",4
2016-07-14,"Infratestdimap","rp","afd",10
2016-06-22,"GESSPhone & Field","rp","cdu",31
2016-06-22,"GESSPhone & Field","rp","spd",36
2016-06-22,"GESSPhone & Field","rp","gru",6
2016-06-22,"GESSPhone & Field","rp","fdp",6
2016-06-22,"GESSPhone & Field","rp","lin",3
2016-06-22,"GESSPhone & Field","rp","afd",12
2016-03-10,"Forschungs-gruppe Wahlen","rp","cdu",35
2016-03-10,"Forschungs-gruppe Wahlen","rp","spd",36
2016-03-10,"Forschungs-gruppe Wahlen","rp","gru",5.5
2016-03-10,"Forschungs-gruppe Wahlen","rp","fdp",7
2016-03-10,"Forschungs-gruppe Wahlen","rp","lin",3
2016-03-10,"Forschungs-gruppe Wahlen","rp","afd",9
2016-03-10,"YouGov","rp","cdu",36
2016-03-10,"YouGov","rp","spd",35
2016-03-10,"YouGov","rp","gru",6
2016-03-10,"YouGov","rp","fdp",6
2016-03-10,"YouGov","rp","lin",4
2016-03-10,"YouGov","rp","afd",11
2016-03-09,"Forsa","rp","cdu",35
2016-03-09,"Forsa","rp","spd",35
2016-03-09,"Forsa","rp","gru",6
2016-03-09,"Forsa","rp","fdp",6
2016-03-09,"Forsa","rp","lin",4
2016-03-09,"Forsa","rp","afd",9
2016-03-07,"INSA","rp","cdu",35
2016-03-07,"INSA","rp","spd",35
2016-03-07,"INSA","rp","gru",7
2016-03-07,"INSA","rp","fdp",5
2016-03-07,"INSA","rp","lin",3
2016-03-07,"INSA","rp","afd",9
2016-03-04,"Forschungs-gruppe Wahlen","rp","cdu",35
2016-03-04,"Forschungs-gruppe Wahlen","rp","spd",34
2016-03-04,"Forschungs-gruppe Wahlen","rp","gru",6
2016-03-04,"Forschungs-gruppe Wahlen","rp","fdp",6
2016-03-04,"Forschungs-gruppe Wahlen","rp","lin",4
2016-03-04,"Forschungs-gruppe Wahlen","rp","afd",10
2016-03-03,"Infratestdimap","rp","cdu",36
2016-03-03,"Infratestdimap","rp","spd",34
2016-03-03,"Infratestdimap","rp","gru",7
2016-03-03,"Infratestdimap","rp","fdp",5
2016-03-03,"Infratestdimap","rp","lin",4
2016-03-03,"Infratestdimap","rp","afd",9
2016-03-01,"Infratestdimap","rp","cdu",36
2016-03-01,"Infratestdimap","rp","spd",32
2016-03-01,"Infratestdimap","rp","gru",8
2016-03-01,"Infratestdimap","rp","fdp",6
2016-03-01,"Infratestdimap","rp","lin",4
2016-03-01,"Infratestdimap","rp","afd",9
2016-02-28,"INSA","rp","cdu",35
2016-02-28,"INSA","rp","spd",32.5
2016-02-28,"INSA","rp","gru",10
2016-02-28,"INSA","rp","fdp",6
2016-02-28,"INSA","rp","lin",4
2016-02-28,"INSA","rp","afd",8.5
2016-02-25,"GESSPhone & Field","rp","cdu",37
2016-02-25,"GESSPhone & Field","rp","spd",33
2016-02-25,"GESSPhone & Field","rp","gru",8
2016-02-25,"GESSPhone & Field","rp","fdp",5
2016-02-25,"GESSPhone & Field","rp","lin",3
2016-02-25,"GESSPhone & Field","rp","afd",9
2016-02-22,"INSA","rp","cdu",35
2016-02-22,"INSA","rp","spd",33
2016-02-22,"INSA","rp","gru",9
2016-02-22,"INSA","rp","fdp",7
2016-02-22,"INSA","rp","lin",4
2016-02-22,"INSA","rp","afd",8.5
2016-02-11,"Infratestdimap","rp","cdu",37
2016-02-11,"Infratestdimap","rp","spd",31
2016-02-11,"Infratestdimap","rp","gru",8
2016-02-11,"Infratestdimap","rp","fdp",6
2016-02-11,"Infratestdimap","rp","lin",4
2016-02-11,"Infratestdimap","rp","afd",9
2016-02-05,"INSA","rp","cdu",36
2016-02-05,"INSA","rp","spd",32
2016-02-05,"INSA","rp","gru",10
2016-02-05,"INSA","rp","fdp",6
2016-02-05,"INSA","rp","lin",3
2016-02-05,"INSA","rp","afd",8
2016-01-22,"Forschungs-gruppe Wahlen","rp","cdu",38
2016-01-22,"Forschungs-gruppe Wahlen","rp","spd",31
2016-01-22,"Forschungs-gruppe Wahlen","rp","gru",7
2016-01-22,"Forschungs-gruppe Wahlen","rp","fdp",5
2016-01-22,"Forschungs-gruppe Wahlen","rp","lin",5
2016-01-22,"Forschungs-gruppe Wahlen","rp","afd",9
2016-01-14,"Infratestdimap","rp","cdu",37
2016-01-14,"Infratestdimap","rp","spd",31
2016-01-14,"Infratestdimap","rp","gru",9
2016-01-14,"Infratestdimap","rp","fdp",5
2016-01-14,"Infratestdimap","rp","lin",5
2016-01-14,"Infratestdimap","rp","afd",8
2015-12-10,"Infratestdimap","rp","cdu",39
2015-12-10,"Infratestdimap","rp","spd",31
2015-12-10,"Infratestdimap","rp","gru",9
2015-12-10,"Infratestdimap","rp","fdp",5
2015-12-10,"Infratestdimap","rp","lin",5
2015-12-10,"Infratestdimap","rp","afd",7
2015-11-25,"INSA","rp","cdu",38.5
2015-11-25,"INSA","rp","spd",31
2015-11-25,"INSA","rp","gru",11
2015-11-25,"INSA","rp","fdp",4.5
2015-11-25,"INSA","rp","lin",3.5
2015-11-25,"INSA","rp","afd",7
2015-11-19,"GESSPhone & Field","rp","cdu",40
2015-11-19,"GESSPhone & Field","rp","spd",33
2015-11-19,"GESSPhone & Field","rp","gru",9
2015-11-19,"GESSPhone & Field","rp","fdp",5
2015-11-19,"GESSPhone & Field","rp","lin",3
2015-11-19,"GESSPhone & Field","rp","afd",5
2015-11-06,"Forschungs-gruppe Wahlen","rp","cdu",41
2015-11-06,"Forschungs-gruppe Wahlen","rp","spd",30
2015-11-06,"Forschungs-gruppe Wahlen","rp","gru",8
2015-11-06,"Forschungs-gruppe Wahlen","rp","fdp",4
2015-11-06,"Forschungs-gruppe Wahlen","rp","lin",5
2015-11-06,"Forschungs-gruppe Wahlen","rp","afd",6
2015-09-24,"Infratestdimap","rp","cdu",41
2015-09-24,"Infratestdimap","rp","spd",31
2015-09-24,"Infratestdimap","rp","gru",10
2015-09-24,"Infratestdimap","rp","fdp",5
2015-09-24,"Infratestdimap","rp","lin",5
2015-09-24,"Infratestdimap","rp","afd",4
2015-07-23,"Infratestdimap","rp","cdu",42
2015-07-23,"Infratestdimap","rp","spd",33
2015-07-23,"Infratestdimap","rp","gru",10
2015-07-23,"Infratestdimap","rp","fdp",4
2015-07-23,"Infratestdimap","rp","lin",3
2015-07-23,"Infratestdimap","rp","afd",3
2015-06-26,"GESSPhone & Field","rp","cdu",40
2015-06-26,"GESSPhone & Field","rp","spd",33
2015-06-26,"GESSPhone & Field","rp","gru",11
2015-06-26,"GESSPhone & Field","rp","fdp",4
2015-06-26,"GESSPhone & Field","rp","lin",3
2015-06-26,"GESSPhone & Field","rp","afd",4
2015-02-19,"Infratestdimap","rp","cdu",42
2015-02-19,"Infratestdimap","rp","spd",32
2015-02-19,"Infratestdimap","rp","gru",11
2015-02-19,"Infratestdimap","rp","fdp",3
2015-02-19,"Infratestdimap","rp","lin",3
2015-02-19,"Infratestdimap","rp","afd",5
2014-12-17,"GESSPhone & Field","rp","cdu",43
2014-12-17,"GESSPhone & Field","rp","spd",30
2014-12-17,"GESSPhone & Field","rp","gru",10
2014-12-17,"GESSPhone & Field","rp","fdp",3
2014-12-17,"GESSPhone & Field","rp","lin",4
2014-12-17,"GESSPhone & Field","rp","afd",5
2014-12-17,"GESSPhone & Field","rp","pir",1
2014-11-13,"Infratestdimap","rp","cdu",43
2014-11-13,"Infratestdimap","rp","spd",31
2014-11-13,"Infratestdimap","rp","gru",11
2014-11-13,"Infratestdimap","rp","fdp",2
2014-11-13,"Infratestdimap","rp","lin",4
2014-11-13,"Infratestdimap","rp","afd",5
2014-09-25,"Infratestdimap","rp","cdu",43
2014-09-25,"Infratestdimap","rp","spd",31
2014-09-25,"Infratestdimap","rp","gru",10
2014-09-25,"Infratestdimap","rp","fdp",2
2014-09-25,"Infratestdimap","rp","lin",4
2014-09-25,"Infratestdimap","rp","afd",6
2014-06-24,"GESSPhone & Field","rp","cdu",41
2014-06-24,"GESSPhone & Field","rp","spd",32
2014-06-24,"GESSPhone & Field","rp","gru",10
2014-06-24,"GESSPhone & Field","rp","fdp",3
2014-06-24,"GESSPhone & Field","rp","lin",4
2014-06-24,"GESSPhone & Field","rp","afd",4
2014-05-08,"Infratestdimap","rp","cdu",41
2014-05-08,"Infratestdimap","rp","spd",31
2014-05-08,"Infratestdimap","rp","gru",11
2014-05-08,"Infratestdimap","rp","fdp",3
2014-05-08,"Infratestdimap","rp","lin",4
2014-05-08,"Infratestdimap","rp","afd",4
2014-04-03,"Infratestdimap","rp","cdu",41
2014-04-03,"Infratestdimap","rp","spd",33
2014-04-03,"Infratestdimap","rp","gru",11
2014-04-03,"Infratestdimap","rp","fdp",3
2014-04-03,"Infratestdimap","rp","lin",4
2014-04-03,"Infratestdimap","rp","afd",3
2013-12-12,"Infratestdimap","rp","cdu",40
2013-12-12,"Infratestdimap","rp","spd",35
2013-12-12,"Infratestdimap","rp","gru",9
2013-12-12,"Infratestdimap","rp","fdp",4
2013-12-12,"Infratestdimap","rp","lin",4
2013-12-12,"Infratestdimap","rp","afd",4
2013-12-11,"GESSPhone & Field","rp","cdu",43
2013-12-11,"GESSPhone & Field","rp","spd",32
2013-12-11,"GESSPhone & Field","rp","gru",9
2013-12-11,"GESSPhone & Field","rp","fdp",4
2013-12-11,"GESSPhone & Field","rp","lin",4
2013-12-11,"GESSPhone & Field","rp","afd",2
2013-12-11,"GESSPhone & Field","rp","pir",2
2013-09-05,"Infratestdimap","rp","cdu",43
2013-09-05,"Infratestdimap","rp","spd",34
2013-09-05,"Infratestdimap","rp","gru",10
2013-09-05,"Infratestdimap","rp","fdp",3
2013-09-05,"Infratestdimap","rp","lin",2
2013-09-05,"Infratestdimap","rp","afd",3
2013-09-05,"Infratestdimap","rp","pir",3
2013-05-16,"GESSPhone & Field","rp","cdu",39
2013-05-16,"GESSPhone & Field","rp","spd",35
2013-05-16,"GESSPhone & Field","rp","gru",12
2013-05-16,"GESSPhone & Field","rp","fdp",3
2013-05-16,"GESSPhone & Field","rp","lin",3
2013-05-16,"GESSPhone & Field","rp","afd",1
2013-05-16,"GESSPhone & Field","rp","pir",3
2013-04-25,"Infratestdimap","rp","cdu",43
2013-04-25,"Infratestdimap","rp","spd",34
2013-04-25,"Infratestdimap","rp","gru",12
2013-04-25,"Infratestdimap","rp","fdp",2
2013-04-25,"Infratestdimap","rp","lin",2
2013-04-25,"Infratestdimap","rp","afd",2
2013-04-25,"Infratestdimap","rp","pir",2
2013-01-17,"Infratestdimap","rp","cdu",43
2013-01-17,"Infratestdimap","rp","spd",33
2013-01-17,"Infratestdimap","rp","gru",13
2013-01-17,"Infratestdimap","rp","fdp",2
2013-01-17,"Infratestdimap","rp","lin",3
2013-01-17,"Infratestdimap","rp","pir",3
2013-01-16,"GESSPhone & Field","rp","cdu",40
2013-01-16,"GESSPhone & Field","rp","spd",35
2013-01-16,"GESSPhone & Field","rp","gru",11
2013-01-16,"GESSPhone & Field","rp","fdp",3
2013-01-16,"GESSPhone & Field","rp","lin",2
2013-01-16,"GESSPhone & Field","rp","pir",4
2012-10-17,"GESSPhone & Field","rp","cdu",36
2012-10-17,"GESSPhone & Field","rp","spd",36
2012-10-17,"GESSPhone & Field","rp","gru",13
2012-10-17,"GESSPhone & Field","rp","fdp",3
2012-10-17,"GESSPhone & Field","rp","lin",2
2012-10-17,"GESSPhone & Field","rp","pir",3
2012-10-11,"Infratestdimap","rp","cdu",40
2012-10-11,"Infratestdimap","rp","spd",36
2012-10-11,"Infratestdimap","rp","gru",12
2012-10-11,"Infratestdimap","rp","fdp",3
2012-10-11,"Infratestdimap","rp","lin",2
2012-10-11,"Infratestdimap","rp","pir",3
2012-08-30,"Infratestdimap","rp","cdu",39
2012-08-30,"Infratestdimap","rp","spd",32
2012-08-30,"Infratestdimap","rp","gru",15
2012-08-30,"Infratestdimap","rp","fdp",3
2012-08-30,"Infratestdimap","rp","lin",2
2012-08-30,"Infratestdimap","rp","pir",5
2012-07-26,"Infratestdimap","rp","cdu",37
2012-07-26,"Infratestdimap","rp","spd",31
2012-07-26,"Infratestdimap","rp","gru",16
2012-07-26,"Infratestdimap","rp","fdp",3
2012-07-26,"Infratestdimap","rp","lin",3
2012-07-26,"Infratestdimap","rp","pir",5
2012-06-27,"GESSPhone & Field","rp","cdu",35
2012-06-27,"GESSPhone & Field","rp","spd",37
2012-06-27,"GESSPhone & Field","rp","gru",14
2012-06-27,"GESSPhone & Field","rp","fdp",4
2012-06-27,"GESSPhone & Field","rp","lin",2
2012-06-27,"GESSPhone & Field","rp","pir",5
2012-05-10,"Infratestdimap","rp","cdu",36
2012-05-10,"Infratestdimap","rp","spd",36
2012-05-10,"Infratestdimap","rp","gru",14
2012-05-10,"Infratestdimap","rp","fdp",3
2012-05-10,"Infratestdimap","rp","lin",3
2012-05-10,"Infratestdimap","rp","pir",6
2012-03-29,"Infratestdimap","rp","cdu",37
2012-03-29,"Infratestdimap","rp","spd",36
2012-03-29,"Infratestdimap","rp","gru",15
2012-03-29,"Infratestdimap","rp","fdp",2
2012-03-29,"Infratestdimap","rp","lin",3
2012-03-29,"Infratestdimap","rp","pir",5
2012-03-20,"GESSPhone & Field","rp","cdu",36
2012-03-20,"GESSPhone & Field","rp","spd",36
2012-03-20,"GESSPhone & Field","rp","gru",15
2012-03-20,"GESSPhone & Field","rp","fdp",3
2012-03-20,"GESSPhone & Field","rp","lin",2
2012-03-20,"GESSPhone & Field","rp","pir",4
2011-12-15,"GESSPhone & Field","rp","cdu",35
2011-12-15,"GESSPhone & Field","rp","spd",37
2011-12-15,"GESSPhone & Field","rp","gru",16
2011-12-15,"GESSPhone & Field","rp","fdp",3
2011-12-15,"GESSPhone & Field","rp","lin",2
2011-12-15,"GESSPhone & Field","rp","pir",4
2011-12-08,"Infratestdimap","rp","cdu",37
2011-12-08,"Infratestdimap","rp","spd",37
2011-12-08,"Infratestdimap","rp","gru",15
2011-12-08,"Infratestdimap","rp","fdp",3
2011-12-08,"Infratestdimap","rp","lin",2
2011-12-08,"Infratestdimap","rp","pir",4
2011-09-30,"GESSPhone & Field","rp","cdu",34
2011-09-30,"GESSPhone & Field","rp","spd",38
2011-09-30,"GESSPhone & Field","rp","gru",17
2011-09-30,"GESSPhone & Field","rp","fdp",2
2011-09-30,"GESSPhone & Field","rp","lin",2
2011-09-30,"GESSPhone & Field","rp","pir",3
2011-09-22,"Infratestdimap","rp","cdu",34
2011-09-22,"Infratestdimap","rp","spd",39
2011-09-22,"Infratestdimap","rp","gru",16
2011-09-22,"Infratestdimap","rp","fdp",2
2011-09-22,"Infratestdimap","rp","lin",3
2011-09-22,"Infratestdimap","rp","pir",3
2011-06-22,"Psephos","rp","cdu",38
2011-06-22,"Psephos","rp","spd",34
2011-06-22,"Psephos","rp","gru",15
2011-06-22,"Psephos","rp","fdp",3
2011-06-22,"Psephos","rp","lin",3
2011-03-25,"Emnid","rp","cdu",35
2011-03-25,"Emnid","rp","spd",38
2011-03-25,"Emnid","rp","gru",13
2011-03-25,"Emnid","rp","fdp",5
2011-03-25,"Emnid","rp","lin",4
2011-03-20,"Emnid","rp","cdu",34
2011-03-20,"Emnid","rp","spd",37
2011-03-20,"Emnid","rp","gru",14
2011-03-20,"Emnid","rp","fdp",6
2011-03-20,"Emnid","rp","lin",4
2011-03-18,"Forschungs-gruppe Wahlen","rp","cdu",35
2011-03-18,"Forschungs-gruppe Wahlen","rp","spd",37
2011-03-18,"Forschungs-gruppe Wahlen","rp","gru",13
2011-03-18,"Forschungs-gruppe Wahlen","rp","fdp",5
2011-03-18,"Forschungs-gruppe Wahlen","rp","lin",4
2011-03-17,"Infratestdimap","rp","cdu",36
2011-03-17,"Infratestdimap","rp","spd",36
2011-03-17,"Infratestdimap","rp","gru",13
2011-03-17,"Infratestdimap","rp","fdp",5
2011-03-17,"Infratestdimap","rp","lin",4
2011-03-15,"Psephos","rp","cdu",35
2011-03-15,"Psephos","rp","spd",40
2011-03-15,"Psephos","rp","gru",10
2011-03-15,"Psephos","rp","fdp",5
2011-03-15,"Psephos","rp","lin",4
2011-03-12,"Emnid","rp","cdu",34
2011-03-12,"Emnid","rp","spd",39
2011-03-12,"Emnid","rp","gru",10
2011-03-12,"Emnid","rp","fdp",6
2011-03-12,"Emnid","rp","lin",5
2011-03-10,"Infratestdimap","rp","cdu",36
2011-03-10,"Infratestdimap","rp","spd",38
2011-03-10,"Infratestdimap","rp","gru",10
2011-03-10,"Infratestdimap","rp","fdp",7
2011-03-10,"Infratestdimap","rp","lin",5
2011-03-04,"Emnid","rp","cdu",34
2011-03-04,"Emnid","rp","spd",40
2011-03-04,"Emnid","rp","gru",11
2011-03-04,"Emnid","rp","fdp",5
2011-03-04,"Emnid","rp","lin",5
2011-02-27,"Emnid","rp","cdu",36
2011-02-27,"Emnid","rp","spd",38
2011-02-27,"Emnid","rp","gru",12
2011-02-27,"Emnid","rp","fdp",5
2011-02-27,"Emnid","rp","lin",5
2011-02-20,"Emnid","rp","cdu",35
2011-02-20,"Emnid","rp","spd",38
2011-02-20,"Emnid","rp","gru",12
2011-02-20,"Emnid","rp","fdp",5
2011-02-20,"Emnid","rp","lin",5
2011-02-17,"Infratestdimap","rp","cdu",36
2011-02-17,"Infratestdimap","rp","spd",38
2011-02-17,"Infratestdimap","rp","gru",12
2011-02-17,"Infratestdimap","rp","fdp",5
2011-02-17,"Infratestdimap","rp","lin",4
2011-02-13,"Emnid","rp","cdu",34
2011-02-13,"Emnid","rp","spd",40
2011-02-13,"Emnid","rp","gru",13
2011-02-13,"Emnid","rp","fdp",4
2011-02-13,"Emnid","rp","lin",5
2011-02-06,"Emnid","rp","cdu",36
2011-02-06,"Emnid","rp","spd",38
2011-02-06,"Emnid","rp","gru",13
2011-02-06,"Emnid","rp","fdp",4
2011-02-06,"Emnid","rp","lin",5
2011-02-04,"Forschungs-gruppe Wahlen","rp","cdu",35
2011-02-04,"Forschungs-gruppe Wahlen","rp","spd",37
2011-02-04,"Forschungs-gruppe Wahlen","rp","gru",13
2011-02-04,"Forschungs-gruppe Wahlen","rp","fdp",5
2011-02-04,"Forschungs-gruppe Wahlen","rp","lin",4
2011-01-27,"Infratestdimap","rp","cdu",37
2011-01-27,"Infratestdimap","rp","spd",37
2011-01-27,"Infratestdimap","rp","gru",13
2011-01-27,"Infratestdimap","rp","fdp",5
2011-01-27,"Infratestdimap","rp","lin",5
2010-12-19,"Emnid","rp","cdu",37
2010-12-19,"Emnid","rp","spd",39
2010-12-19,"Emnid","rp","gru",11
2010-12-19,"Emnid","rp","fdp",4
2010-12-19,"Emnid","rp","lin",4
2010-12-14,"Psephos","rp","cdu",35
2010-12-14,"Psephos","rp","spd",41
2010-12-14,"Psephos","rp","gru",10
2010-12-14,"Psephos","rp","fdp",5
2010-12-14,"Psephos","rp","lin",5
2010-12-09,"Infratestdimap","rp","cdu",35
2010-12-09,"Infratestdimap","rp","spd",35
2010-12-09,"Infratestdimap","rp","gru",16
2010-12-09,"Infratestdimap","rp","fdp",5
2010-12-09,"Infratestdimap","rp","lin",5
2010-09-23,"Infratestdimap","rp","cdu",34
2010-09-23,"Infratestdimap","rp","spd",36
2010-09-23,"Infratestdimap","rp","gru",16
2010-09-23,"Infratestdimap","rp","fdp",4
2010-09-23,"Infratestdimap","rp","lin",5
2010-09-16,"Psephos","rp","cdu",34
2010-09-16,"Psephos","rp","spd",42
2010-09-16,"Psephos","rp","gru",8
2010-09-16,"Psephos","rp","fdp",6
2010-09-16,"Psephos","rp","lin",5
2010-06-22,"Psephos","rp","cdu",33
2010-06-22,"Psephos","rp","spd",41
2010-06-22,"Psephos","rp","gru",7
2010-06-22,"Psephos","rp","fdp",8
2010-06-22,"Psephos","rp","lin",5
2010-04-22,"Infratestdimap","rp","cdu",37
2010-04-22,"Infratestdimap","rp","spd",35
2010-04-22,"Infratestdimap","rp","gru",11
2010-04-22,"Infratestdimap","rp","fdp",8
2010-04-22,"Infratestdimap","rp","lin",5
2010-03-18,"Psephos","rp","cdu",34
2010-03-18,"Psephos","rp","spd",39
2010-03-18,"Psephos","rp","gru",7
2010-03-18,"Psephos","rp","fdp",10
2010-03-18,"Psephos","rp","lin",5
2009-12-17,"Psephos","rp","cdu",36
2009-12-17,"Psephos","rp","spd",36
2009-12-17,"Psephos","rp","gru",7
2009-12-17,"Psephos","rp","fdp",11
2009-12-17,"Psephos","rp","lin",4
2009-12-10,"Infratestdimap","rp","cdu",38
2009-12-10,"Infratestdimap","rp","spd",32
2009-12-10,"Infratestdimap","rp","gru",9
2009-12-10,"Infratestdimap","rp","fdp",10
2009-12-10,"Infratestdimap","rp","lin",6
2009-09-17,"Infratestdimap","rp","cdu",35
2009-09-17,"Infratestdimap","rp","spd",33
2009-09-17,"Infratestdimap","rp","gru",7
2009-09-17,"Infratestdimap","rp","fdp",13
2009-09-17,"Infratestdimap","rp","lin",7
2009-09-16,"Psephos","rp","cdu",33
2009-09-16,"Psephos","rp","spd",36
2009-09-16,"Psephos","rp","gru",7
2009-09-16,"Psephos","rp","fdp",14
2009-09-16,"Psephos","rp","lin",6
2009-06-24,"Psephos","rp","cdu",31
2009-06-24,"Psephos","rp","spd",38
2009-06-24,"Psephos","rp","gru",7
2009-06-24,"Psephos","rp","fdp",13
2009-06-24,"Psephos","rp","lin",5
2009-05-28,"Infratestdimap","rp","cdu",36
2009-05-28,"Infratestdimap","rp","spd",36
2009-05-28,"Infratestdimap","rp","gru",7
2009-05-28,"Infratestdimap","rp","fdp",12
2009-05-28,"Infratestdimap","rp","lin",5
2009-03-20,"Psephos","rp","cdu",32
2009-03-20,"Psephos","rp","spd",38
2009-03-20,"Psephos","rp","gru",8
2009-03-20,"Psephos","rp","fdp",13
2009-03-20,"Psephos","rp","lin",4
2008-12-17,"Psephos","rp","cdu",34
2008-12-17,"Psephos","rp","spd",41
2008-12-17,"Psephos","rp","gru",6
2008-12-17,"Psephos","rp","fdp",11
2008-12-17,"Psephos","rp","lin",5
2008-12-11,"Infratestdimap","rp","cdu",35
2008-12-11,"Infratestdimap","rp","spd",36
2008-12-11,"Infratestdimap","rp","gru",8
2008-12-11,"Infratestdimap","rp","fdp",12
2008-12-11,"Infratestdimap","rp","lin",5
2008-11-24,"polis+sinus","rp","cdu",35
2008-11-24,"polis+sinus","rp","spd",39
2008-11-24,"polis+sinus","rp","gru",7
2008-11-24,"polis+sinus","rp","fdp",11
2008-11-24,"polis+sinus","rp","lin",4
2008-09-18,"Infratestdimap","rp","cdu",38
2008-09-18,"Infratestdimap","rp","spd",38
2008-09-18,"Infratestdimap","rp","gru",6
2008-09-18,"Infratestdimap","rp","fdp",9
2008-09-18,"Infratestdimap","rp","lin",5
2008-09-10,"Psephos","rp","cdu",35
